City,Year,TMAX,TMIN,TAVG,TDIFF,PRCP,WIND,EVPR,SUND,WATR,SUND5_cum,GDD5_cum,CDD7_cum,CODE3,CODE51,CODE71,CODE73,CODE61,CODE53,CODE63,CODE55,CODE75,CODE2,CODE0,CODE1,CODE65,lat,long,alt,bloom_date,bloom_doy
Liestal,1965,4.744067797,-4.905084746,-0.080508475,9.649152542,2.440677966,11.89661017,1.051525424,6.741956921,1.389152542,121.5826111,46,48.35,13,7,13,9,2,1,1,2,1,1,5,4,0,47.4814,7.730519,350,1965-04-12,102
Liestal,1966,9.105084746,0.247457627,4.676271186,8.857627119,2.859322034,13.56271186,1.152372881,6.344352119,1.706949153,155.4290917,45.2,190.85,15,17,5,4,3,4,0,8,0,2,0,1,0,47.4814,7.730519,350,1966-04-08,98
Liestal,1967,8.996610169,0.669491525,4.833050847,8.327118644,2.655932203,14.85254237,1.242711864,6.801062241,1.413220339,191.1794222,69.45,168.05,6,18,3,2,3,12,2,3,0,4,4,2,0,47.4814,7.730519,350,1967-04-04,94
Liestal,1968,7.93,-0.938333333,3.495833333,8.868333333,2.176666667,12.87166667,1.229666667,7.201659954,0.947,147.514575,60.8,115.55,16,14,12,4,2,3,0,2,0,3,1,3,0,47.4814,7.730519,350,1968-04-12,103
Liestal,1969,5.996610169,-2.293220339,1.851694915,8.289830508,2.652542373,12.17627119,1.069830508,6.216856309,1.582711864,73.87035556,30.9,99.6,15,11,10,10,3,4,0,2,0,3,0,1,0,47.4814,7.730519,350,1969-04-23,113
Liestal,1970,4.516949153,-2.683050847,0.916949153,7.2,4.840677966,17.3220339,0.879661017,5.155594256,3.961016949,39.01976944,13.75,107.25,8,7,12,16,7,5,1,1,1,1,0,0,0,47.4814,7.730519,350,1970-04-24,114
Liestal,1971,5.318644068,-3.593220339,0.862711864,8.911864407,1.874576271,12.19322034,1.019661017,6.736422693,0.854915254,32.07393056,3.05,123.05,13,10,14,7,2,8,0,0,0,3,1,1,0,47.4814,7.730519,350,1971-04-17,107
Liestal,1972,9.816666667,0.253333333,5.035,9.563333333,1.648333333,10.26333333,1.318166667,7.222766759,0.330166667,247.8505583,70.75,181.95,19,17,4,1,0,10,2,3,0,0,0,4,0,47.4814,7.730519,350,1972-04-06,97
Liestal,1973,5.844067797,-2.638983051,1.602542373,8.483050847,1.742372881,12.55084746,1.070338983,6.479497128,0.672033898,74.87463333,19.8,85.4,16,10,10,8,0,5,0,0,0,4,5,1,0,47.4814,7.730519,350,1973-04-29,119
Liestal,1974,9.550847458,1.357627119,5.454237288,8.193220339,2.5,12.91864407,1.207966102,5.663045621,1.292033898,195.2571444,104.7,140.75,17,12,10,3,3,11,0,3,0,0,0,0,0,47.4814,7.730519,350,1974-04-02,92
Liestal,1975,7.866101695,-1.13559322,3.365254237,9.001694915,1.986440678,11.61694915,1.14220339,7.021297976,0.844237288,76.40648611,15.75,189.25,18,9,7,3,4,8,0,1,1,2,5,1,0,47.4814,7.730519,350,1975-04-18,108
Liestal,1976,7.83,-1.896666667,2.966666667,9.726666667,1.171666667,9.743333333,1.308666667,7.82266125,-0.137,150.9098444,28.4,144.6,25,8,3,5,0,6,0,0,0,8,5,0,0,47.4814,7.730519,350,1976-04-11,102
Liestal,1977,10.25762712,1.857627119,6.057627119,8.4,3.628813559,13.25423729,1.232542373,6.048320009,2.396271186,244.2801583,122.5,118.95,16,9,4,2,4,13,1,9,0,0,0,1,0,47.4814,7.730519,350,1977-03-21,80
Liestal,1978,6.683050847,-1.477966102,2.602542373,8.161016949,4.057627119,12.81186441,1.056610169,5.791407439,3.001016949,116.5564083,38.5,138.9,15,10,14,6,3,7,1,1,2,0,0,0,0,47.4814,7.730519,350,1978-04-18,108
Liestal,1979,7.333898305,0.194915254,3.76440678,7.138983051,3.498305085,13.39830508,0.976440678,4.650363606,2.521864407,85.15367778,38.15,167.2,12,9,8,4,12,11,0,3,0,0,0,0,0,47.4814,7.730519,350,1979-04-15,105
Liestal,1980,8.981666667,0.558333333,4.77,8.423333333,2.493333333,12.19333333,1.1515,6.381165509,1.341833333,138.5677889,43.95,223.6,16,17,1,0,6,11,0,2,0,4,2,1,0,47.4814,7.730519,350,1980-04-13,104
Liestal,1981,8.508474576,-0.223728814,4.142372881,8.73220339,2.323728814,12.96779661,1.202033898,6.52426629,1.121694915,160.1904194,110.45,71.55,20,6,10,3,4,8,3,1,0,1,2,1,0,47.4814,7.730519,350,1981-04-02,92
Liestal,1982,8.186440678,-1.110169492,3.538135593,9.296610169,2.055932203,12.02881356,1.225084746,7.210571092,0.830847458,125.181025,25.15,171.1,20,9,8,5,1,7,0,0,0,5,1,3,0,47.4814,7.730519,350,1982-04-18,108
Liestal,1983,6.674576271,-1.76779661,2.453389831,8.442372881,2.462711864,13.37118644,1.085084746,6.462739171,1.377627119,121.7244167,46.55,115.7,21,3,7,8,3,4,1,4,1,1,5,1,0,47.4814,7.730519,350,1983-04-11,101
Liestal,1984,6.161666667,-2.5,1.830833333,8.661666667,2.385,14.26166667,1.214,7.037400926,1.171,77.68059444,16.6,124,13,3,7,11,2,4,0,4,0,5,4,7,0,47.4814,7.730519,350,1984-04-19,110
Liestal,1985,6.755932203,-2.279661017,2.238135593,9.03559322,1.562711864,13.1220339,1.155423729,6.545028531,0.407288136,106.3909639,28.75,149.4,22,12,6,4,2,6,0,1,1,1,3,1,0,47.4814,7.730519,350,1985-04-16,106
Liestal,1986,3.874576271,-5.593220339,-0.859322034,9.46779661,2.240677966,11.83050847,1.02,7.039621563,1.220677966,67.69398056,17.45,79.4,21,6,10,5,1,5,1,1,3,3,1,2,0,47.4814,7.730519,350,1986-05-01,121
Liestal,1987,6.084745763,-1.738983051,2.172881356,7.823728814,2.415254237,12.74576271,1.070338983,5.969763136,1.344915254,32.39899167,27.4,90.15,10,6,11,13,6,4,0,2,0,2,2,3,0,47.4814,7.730519,350,1987-04-22,112
Liestal,1988,6.595,-0.35,3.1225,6.945,4.653333333,17.07666667,0.983333333,5.425378704,3.67,81.22251111,31.1,157.35,9,7,8,15,4,7,3,4,0,0,1,2,0,47.4814,7.730519,350,1988-04-17,108
Liestal,1989,10.95084746,1.138983051,6.044915254,9.811864407,2.284745763,12.64745763,1.378813559,6.701960593,0.905932203,224.17605,114.35,152.95,15,12,2,3,4,8,0,2,0,4,7,2,0,47.4814,7.730519,350,1989-03-28,87
Liestal,1990,12.21355932,2.181355932,7.197457627,10.03220339,2.579661017,15.68813559,1.517966102,7.260014124,1.061694915,284.1796056,157,125.7,19,10,6,2,6,1,0,1,0,6,6,2,0,47.4814,7.730519,350,1990-03-16,75
Liestal,1991,9.033898305,-1.06440678,3.984745763,10.09830508,1.410169492,10.5,1.224576271,6.557287853,0.18559322,204.5268972,105.15,89.2,17,12,6,5,2,4,0,1,1,5,1,5,0,47.4814,7.730519,350,1991-04-04,94
Liestal,1992,9.266666667,-0.276666667,4.495,9.543333333,2.591666667,12.765,1.230166667,6.940378657,1.3615,212.2067556,54.55,173.3,18,9,4,5,2,7,0,4,0,5,4,2,0,47.4814,7.730519,350,1992-04-11,102
Liestal,1993,7.993220339,-1.362711864,3.315254237,9.355932203,0.806779661,10.10677966,1.343389831,8.154195151,-0.536610169,128.1656889,56.5,102.85,16,6,8,5,0,3,0,0,0,9,7,5,0,47.4814,7.730519,350,1993-04-11,101
Liestal,1994,10.28983051,1.940677966,6.115254237,8.349152542,1.896610169,14.37966102,1.306779661,6.760838277,0.589830508,280.8138389,128.8,108.55,16,18,4,2,1,12,0,3,0,2,1,0,0,47.4814,7.730519,350,1994-03-23,82
Liestal,1995,8.979661017,0.415254237,4.697457627,8.56440678,3.742372881,17.03898305,1.264915254,6.532513041,2.477457627,157.0038111,53.7,158.25,10,8,11,7,3,8,0,4,2,3,2,1,0,47.4814,7.730519,350,1995-04-03,93
Liestal,1996,6.608333333,-1.801666667,2.403333333,8.41,1.408333333,11.77333333,1.231166667,7.361713704,0.177166667,86.50727778,37.2,118,20,7,16,6,1,3,0,2,0,1,2,2,0,47.4814,7.730519,350,1996-04-18,109
Liestal,1997,11.12372881,1.288135593,6.205932203,9.83559322,1.908474576,13.8559322,1.423559322,7.400006309,0.484915254,289.3169472,112.4,156.2,15,13,2,1,4,7,0,2,0,7,5,3,0,47.4814,7.730519,350,1997-03-22,81
Liestal,1998,10.00508475,0.272881356,5.138983051,9.73220339,1.281355932,11.98813559,1.439661017,7.635399341,-0.158305085,229.4845333,84.25,164.3,25,6,2,1,1,7,1,2,0,7,4,3,0,47.4814,7.730519,350,1998-03-31,90
Liestal,1999,7.272881356,-0.872881356,3.2,8.145762712,4.027118644,13.51694915,1.088474576,5.725098823,2.938644068,138.5711167,66.7,108.05,16,9,9,8,4,6,0,3,1,3,0,0,0,47.4814,7.730519,350,1999-04-04,94
Liestal,2000,9.171666667,1.24,5.205833333,7.931666667,2.785,14.105,1.209833333,6.421970648,1.575166667,232.4903194,62.8,201.9,17,15,1,5,6,11,0,1,0,3,0,1,0,47.4814,7.730519,350,2000-04-01,92
Liestal,2001,9.471186441,1.755932203,5.613559322,7.715254237,4.447457627,14.47627119,1.113559322,5.495545621,3.333898305,153.2540333,104.65,144.4,17,6,3,2,10,10,2,4,3,1,0,1,0,47.4814,7.730519,350,2001-03-30,89
Liestal,2002,10.57966102,2.133898305,6.356779661,8.445762712,3.088135593,15.30847458,1.381355932,6.373418409,1.706779661,219.7721306,116.05,147.65,17,10,7,1,5,7,1,3,0,5,2,1,0,47.4814,7.730519,350,2002-03-18,77
Liestal,2003,8.752542373,-2.455932203,3.148305085,11.20847458,0.972881356,10.51355932,1.489830508,8.585068126,-0.516949153,219.5080417,75.85,102.5,25,1,2,4,1,2,0,2,0,5,12,5,0,47.4814,7.730519,350,2003-04-02,92
Liestal,2004,8.14,-1.053333333,3.543333333,9.193333333,1.326666667,12.13,1.321166667,7.756649537,0.0055,159.5730972,58.2,132.25,24,11,9,5,0,4,0,1,0,3,3,0,0,47.4814,7.730519,350,2004-04-01,92
Liestal,2005,6.63220339,-1.920338983,2.355932203,8.552542373,1.816949153,11.43559322,1.164067797,6.852744915,0.652881356,148.960625,94.05,24.15,13,5,14,8,1,6,0,3,0,6,1,2,0,47.4814,7.730519,350,2005-04-05,95
Liestal,2006,6.276271186,-1.903389831,2.186440678,8.179661017,3.6,14.04237288,1.051864407,6.516683945,2.548135593,85.30514722,47.05,78.75,13,2,8,10,7,6,0,2,3,3,2,3,0,47.4814,7.730519,350,2006-04-21,111
Liestal,2007,9.849152542,0.789830508,5.319491525,9.059322034,3.159322034,13.76779661,1.279661017,6.895588183,1.879661017,278.7571417,67.85,198.15,13,5,5,4,10,7,1,4,1,3,3,3,0,47.4814,7.730519,350,2007-04-04,94
Liestal,2008,8.628333333,-0.24,4.194166667,8.868333333,2.075,15.16166667,1.286166667,7.313607546,0.788833333,160.7671917,60.95,113.05,11,12,6,6,2,7,0,3,1,1,8,3,0,47.4814,7.730519,350,2008-03-29,89
Liestal,2009,6.53559322,-1.33220339,2.601694915,7.86779661,3.338983051,13.09322034,1.069322034,6.375606403,2.269661017,93.94164722,15.75,155.2,16,11,10,8,3,4,0,1,1,4,0,1,0,47.4814,7.730519,350,2009-04-10,100
Liestal,2010,7.257627119,-1.271186441,2.993220339,8.528813559,2.066101695,14.16610169,1.233389831,6.718706544,0.832711864,174.1962667,72,94.1,20,8,10,6,5,7,0,1,1,1,0,0,0,47.4814,7.730519,350,2010-04-08,98
Liestal,2011,9.869491525,-0.123728814,4.872881356,9.993220339,1.201694915,9.86440678,1.332372881,7.133356262,-0.130677966,192.7415528,65.25,173.25,21,8,2,1,2,9,0,0,0,9,2,5,0,47.4814,7.730519,350,2011-03-31,90
Liestal,2012,7.575,-2.986666667,2.294166667,10.56166667,0.8,11.01166667,1.45,8.698354907,-0.65,263.1930222,91.4,99.65,24,6,5,1,2,2,0,0,0,6,7,7,0,47.4814,7.730519,350,2012-04-02,93
Liestal,2013,5.447457627,-2.703389831,1.372033898,8.150847458,2.354237288,11.70677966,1.040169492,6.454391478,1.314067797,64.88864444,14.7,103.15,16,6,16,10,0,7,1,0,0,0,2,1,0,47.4814,7.730519,350,2013-04-17,107
Liestal,2014,10.89152542,0.242372881,5.566949153,10.64915254,1.905084746,11.56440678,1.480508475,7.481867467,0.424576271,254.6809194,78,187.05,17,14,2,2,5,6,0,1,0,4,5,3,0,47.4814,7.730519,350,2014-03-25,84
Liestal,2015,8.340677966,-0.842372881,3.749152542,9.183050847,1.642372881,12.16779661,1.303050847,7.603287288,0.339322034,168.1080694,52.3,134.7,21,8,4,4,2,7,0,0,0,5,1,7,0,47.4814,7.730519,350,2015-04-11,101
Liestal,2016,8.418333333,0.418333333,4.418333333,8,3.03,15.175,1.1825,6.021059676,1.8475,143.2611861,47.35,181.3,17,11,9,9,5,4,0,1,1,1,2,0,0,47.4814,7.730519,350,2016-04-06,97
Liestal,2017,11.58135593,3.283050847,7.43220339,8.298305085,2.357627119,16.25423729,1.51,6.869941478,0.847627119,323.6860778,166.1,111.75,21,8,0,3,3,12,1,7,1,2,1,0,0,47.4814,7.730519,350,2017-03-26,85
Liestal,2018,6.074576271,-0.445762712,2.81440678,6.520338983,2.496610169,15.23898305,1.096610169,5.127051036,1.4,128.0078083,50.2,111.35,13,6,16,11,4,5,0,1,2,1,0,0,0,47.4814,7.730519,350,2018-04-08,98
Liestal,2019,11.36949153,2.376271186,6.872881356,8.993220339,2.105084746,17.65762712,1.717457627,7.445830556,0.387627119,332.2742167,141.85,115.7,17,7,4,7,4,5,1,0,0,4,4,6,0,47.4814,7.730519,350,2019-03-27,86
Liestal,2020,10.94833333,3.083333333,7.015833333,7.865,3.208333333,21.46833333,1.66,6.870421713,1.548333333,259.4803861,148.3,161.55,14,5,2,7,6,10,4,1,3,2,4,2,0,47.4814,7.730519,350,2020-03-17,77
Liestal,2021,10.07288136,1.377966102,5.725423729,8.694915254,2.172881356,14.96271186,1.533050847,7.608860264,0.639830508,296.0004444,141.05,86.9,15,7,2,9,2,10,3,0,0,3,6,2,0,47.4814,7.730519,350,2021-03-28,87
Liestal,2022,11.27457627,2.011864407,6.643220339,9.262711864,1.937288136,17.05932203,1.743559322,7.79912161,0.193728814,302.4890889,135.6,140.1,14,10,1,6,5,6,1,0,0,1,10,5,0,47.4814,7.730519,350,2022-03-26,85
Liestal,2023,10.43728814,2.242372881,6.339830508,8.194915254,2.555932203,16.50508475,1.445254237,6.539041949,1.110677966,229.02,146.35,101.1,17,10,6,4,7,7,3,0,1,0,2,2,0,47.4814,7.730519,350,2023-03-29,88
Liestal,2024,12.22333333,4.811666667,8.5175,7.411666667,3.32,16.43666667,1.419,5.927298704,1.901,348.0493083,211.4,91.65,16,13,3,2,4,7,6,7,2,0,0,0,0,47.4814,7.730519,350,2024-03-20,80
Washington,1940,8.513333333,-1.363333333,3.575,9.876666667,3.175,18.755,1.723666667,7.196037222,1.451333333,123.2992667,61.6,118.7,24,11,4,2,1,6,6,1,1,3,1,0,0,38.8853496,-77.0386278,0,1940-04-13,104
Washington,1941,6.305084746,-2.616949153,1.844067797,8.922033898,1.355932203,19.07627119,1.995084746,8.536751177,-0.639152542,78.15495278,16.95,107.2,23,5,3,2,1,3,1,1,1,4,9,6,0,38.8853496,-77.0386278,0,1941-04-12,102
Washington,1942,8.911864407,0.484745763,4.698305085,8.427118644,2.854237288,21.17288136,1.991694915,7.797877966,0.862542373,228.1179361,106.8,96.65,29,6,1,0,6,1,4,2,3,4,2,1,0,38.8853496,-77.0386278,0,1942-04-05,95
Washington,1943,9.637288136,-0.471186441,4.583050847,10.10847458,2.515254237,18.83898305,1.910169492,7.658282768,0.605084746,208.8084111,131.75,105.8,22,6,1,7,2,6,1,1,1,6,1,5,0,38.8853496,-77.0386278,0,1943-04-04,94
Washington,1944,8.62,0.231666667,4.425833333,8.388333333,3.758333333,18.06166667,1.723833333,7.044188796,2.0345,178.3419361,96.75,120.85,25,8,2,2,5,2,5,1,4,3,1,2,0,38.8853496,-77.0386278,0,1944-04-09,100
Washington,1945,13.01186441,2.898305085,7.955084746,10.11355932,1.776271186,17.52542373,2.147288136,7.900383992,-0.371016949,328.1459278,266.95,96.8,26,10,0,0,4,4,5,4,1,1,1,3,0,38.8853496,-77.0386278,0,1945-03-20,79
Washington,1946,12.32881356,2.852542373,7.590677966,9.476271186,2.408474576,18.80338983,2.066779661,7.170749718,0.341694915,266.3460917,221,89.65,24,7,3,2,4,6,6,0,1,3,3,0,0,38.8853496,-77.0386278,0,1946-03-23,82
Washington,1947,6.081355932,-2.901694915,1.589830508,8.983050847,1.66779661,20.63050847,1.889661017,8.871238371,-0.221864407,108.449875,31.45,97.7,34,5,2,6,2,1,1,1,3,3,1,0,0,38.8853496,-77.0386278,0,1947-04-12,102
Washington,1948,10.82,0.248333333,5.534166667,10.57166667,2.646666667,17.71166667,1.9215,7.454775694,0.725166667,240.0938694,203.95,57.7,24,3,5,4,6,6,4,4,1,1,1,1,0,38.8853496,-77.0386278,0,1948-03-28,88
Washington,1949,11.93050847,2.327118644,7.128813559,9.603389831,2.655932203,18.65254237,2.072033898,7.92060033,0.583898305,228.3740222,201.45,104.6,22,7,3,2,8,3,5,0,1,2,6,0,0,38.8853496,-77.0386278,0,1949-03-29,88
Washington,1950,8.6,-0.171186441,4.21440678,8.771186441,2.759322034,20.09491525,1.880677966,7.137737947,0.878644068,132.9326194,68.8,137.5,17,8,4,3,6,6,4,3,0,2,4,2,0,38.8853496,-77.0386278,0,1950-04-09,99
Washington,1951,10.17457627,0.245762712,5.210169492,9.928813559,2.798305085,18.28474576,1.895084746,7.495985311,0.903220339,225.8497028,111.3,121.3,27,7,3,1,6,4,4,0,1,2,3,1,0,38.8853496,-77.0386278,0,1951-04-06,96
Washington,1952,9.875,0.198333333,5.036666667,9.676666667,3.485,18.315,1.957833333,7.902566713,1.527166667,179.9893972,82.45,169.5,26,5,3,2,6,2,7,1,1,3,1,3,0,38.8853496,-77.0386278,0,1952-04-09,100
Washington,1953,11.2,1.420338983,6.310169492,9.779661017,3.316949153,19.01355932,2.081355932,7.661771798,1.23559322,252.2723917,141.15,104.1,29,7,1,2,4,2,6,2,1,3,2,0,0,38.8853496,-77.0386278,0,1953-03-27,86
Washington,1954,11.39322034,0.961016949,6.177118644,10.43220339,2.257627119,19.42033898,2.189830508,8.149618597,0.06779661,272.131425,139.75,124.9,28,4,1,2,5,5,3,1,0,3,5,1,1,38.8853496,-77.0386278,0,1954-04-06,96
Washington,1955,11.05932203,0.054237288,5.556779661,11.00508475,3.410169492,18.66610169,2.001355932,7.724209746,1.408813559,237.0700417,141.2,111.85,19,4,0,4,8,4,6,0,2,1,8,3,0,38.8853496,-77.0386278,0,1955-04-02,92
Washington,1956,10.03,0.225,5.1275,9.805,3.708333333,18.90833333,1.8435,6.895468565,1.864833333,239.6769556,98.8,141.85,21,7,1,6,5,3,6,3,3,0,3,2,0,38.8853496,-77.0386278,0,1956-04-06,97
Washington,1957,10.08305085,0.869491525,5.476271186,9.213559322,2.801694915,15.36271186,1.757288136,6.667121798,1.04440678,206.659625,104.1,135.3,18,10,4,6,2,7,3,2,1,2,2,2,0,38.8853496,-77.0386278,0,1957-04-08,98
Washington,1958,5.640677966,-2.611864407,1.51440678,8.252542373,4.981355932,19.76610169,1.533220339,6.948915866,3.448135593,112.0404917,21.2,141.7,29,2,5,5,3,4,0,1,6,1,1,2,0,38.8853496,-77.0386278,0,1958-04-18,108
Washington,1959,10.55084746,-0.422033898,5.06440678,10.97288136,2.057627119,18.97966102,2.100508475,8.133948305,-0.042881356,220.4698083,98.45,142.5,26,8,4,2,6,3,2,1,1,3,2,1,0,38.8853496,-77.0386278,0,1959-04-06,96
Washington,1960,5.841666667,-3.961666667,0.94,9.803333333,3.23,19.85333333,1.680333333,8.192170833,1.549666667,73.07441389,64.85,59.15,24,3,5,10,2,1,4,0,5,1,2,3,0,38.8853496,-77.0386278,0,1960-04-14,105
Washington,1961,10.05762712,0.447457627,5.252542373,9.610169492,3.977966102,17.55254237,1.756779661,6.755529002,2.221186441,243.8036611,150.15,91.3,24,6,2,2,5,4,2,4,5,3,0,2,0,38.8853496,-77.0386278,0,1961-04-02,92
Washington,1962,8.266101695,-1.042372881,3.611864407,9.308474576,3.374576271,17.85254237,1.832372881,7.385900094,1.54220339,212.6237167,92.75,101.05,22,3,1,11,4,3,3,2,4,3,0,3,0,38.8853496,-77.0386278,0,1962-04-07,97
Washington,1963,9.166101695,-2.2,3.483050847,11.36610169,2.925423729,18.51186441,1.934915254,7.745552495,0.990508475,185.1977,115.75,108.25,21,10,5,3,4,2,3,3,1,2,3,2,0,38.8853496,-77.0386278,0,1963-04-03,93
Washington,1964,8.97,-1.935,3.5175,10.905,3.666666667,20.24833333,1.863666667,7.698949444,1.803,149.7291667,89.15,97.8,15,7,3,5,3,4,5,2,7,6,2,1,0,38.8853496,-77.0386278,0,1964-04-11,102
Washington,1965,8.540677966,-1.338983051,3.600847458,9.879661017,3.066101695,18.63728814,1.836610169,7.66588451,1.229491525,157.6979222,60.65,138,24,8,5,4,1,3,2,3,1,1,3,3,1,38.8853496,-77.0386278,0,1965-04-15,105
Washington,1966,9.46779661,-0.686440678,4.390677966,10.15423729,2.569491525,17.1220339,1.909661017,8.07465306,0.659830508,197.3440417,113.9,91.65,29,6,2,2,2,5,5,0,2,1,3,2,0,38.8853496,-77.0386278,0,1966-04-05,95
Washington,1967,8.208474576,-2.206779661,3.000847458,10.41525424,3.088135593,18.28474576,1.790169492,7.843568974,1.297966102,162.228425,100.45,55.25,23,3,9,8,1,2,4,1,2,3,3,0,0,38.8853496,-77.0386278,0,1967-04-06,96
Washington,1968,9.78,-1.031666667,4.374166667,10.81166667,2.473333333,19.79,2.180166667,8.620142593,0.293166667,181.8974,128.15,90.5,31,2,3,1,1,3,3,0,3,7,2,4,0,38.8853496,-77.0386278,0,1968-03-30,90
Washington,1969,7.120338983,-1.850847458,2.634745763,8.971186441,2.249152542,19.35762712,1.851864407,7.677388559,0.397288136,127.4512889,50.35,85.25,22,6,6,5,1,4,1,3,3,2,2,4,0,38.8853496,-77.0386278,0,1969-04-09,99
Washington,1970,7.979661017,-1.242372881,3.368644068,9.222033898,2.428813559,17.72372881,1.716949153,6.99220645,0.711864407,142.0863611,36.2,161.45,27,9,8,3,4,1,1,2,1,1,0,2,0,38.8853496,-77.0386278,0,1970-04-16,106
Washington,1971,9.162711864,-0.437288136,4.362711864,9.6,3.554237288,19.80169492,1.973389831,7.998927119,1.580847458,217.7003,88.8,142.2,27,5,2,5,3,6,6,2,0,0,2,1,0,38.8853496,-77.0386278,0,1971-04-08,98
Washington,1972,8.541666667,-1.558333333,3.491666667,10.1,3.46,19.57666667,1.834666667,7.545055231,1.625333333,162.1232611,82.7,112.25,27,8,4,4,2,3,5,3,2,1,1,0,0,38.8853496,-77.0386278,0,1972-04-11,102
Washington,1973,10.63728814,1.337288136,5.987288136,9.3,2.325423729,17.22033898,1.744067797,6.445458192,0.581355932,197.711625,153.85,106.85,22,11,5,1,8,3,3,1,0,4,1,0,0,38.8853496,-77.0386278,0,1973-04-11,101
Washington,1974,10.26271186,0.788135593,5.525423729,9.474576271,2.349152542,19.21694915,2.03220339,7.650004991,0.316949153,253.9653778,133.2,108.15,24,8,3,4,2,7,4,2,1,2,2,0,0,38.8853496,-77.0386278,0,1974-04-03,93
Washington,1975,9.505084746,0.340677966,4.922881356,9.16440678,3.810169492,18.65762712,1.768813559,6.707194209,2.041355932,137.19825,105.85,103.75,23,9,4,4,6,1,4,3,3,0,1,1,0,38.8853496,-77.0386278,0,1975-04-03,93
Washington,1976,13.935,2.65,8.2925,11.285,2.015,20.15666667,2.415666667,8.250851898,-0.400666667,347.1326306,262.2,74.45,35,5,0,1,5,4,2,1,2,1,3,1,0,38.8853496,-77.0386278,0,1976-03-23,83
Washington,1977,11.93559322,0.86440678,6.4,11.07118644,1.961016949,20.33389831,2.331016949,8.696570716,-0.37,292.5873222,188.6,104.75,22,10,1,0,4,2,3,0,0,5,7,5,0,38.8853496,-77.0386278,0,1977-03-26,85
Washington,1978,6.511864407,-2.53220339,1.989830508,9.044067797,2.408474576,16.81186441,1.717457627,7.549166996,0.691016949,158.6093333,79.95,45.35,28,3,7,8,3,0,2,0,2,5,1,0,0,38.8853496,-77.0386278,0,1978-04-12,102
Washington,1979,8.023728814,-2.706779661,2.658474576,10.73050847,3.201694915,17.14576271,1.820169492,7.712273635,1.381525424,217.4783139,123,81.5,28,2,3,4,1,4,5,5,3,1,3,0,0,38.8853496,-77.0386278,0,1979-04-02,92
Washington,1980,7.695,-1.62,3.0375,9.315,2.683333333,18.93833333,1.777,7.51139287,0.906333333,164.9315694,89.2,86.95,24,2,2,7,9,5,1,1,1,4,2,2,0,38.8853496,-77.0386278,0,1980-04-06,97
Washington,1981,10.27627119,-0.038983051,5.118644068,10.31525424,2.193220339,20.08644068,2.036610169,7.855657721,0.156610169,220.4200417,119.05,119.15,29,5,5,0,3,6,2,3,0,3,2,0,1,38.8853496,-77.0386278,0,1981-04-03,93
Washington,1982,9.422033898,0.123728814,4.772881356,9.298305085,3.030508475,16.66949153,1.761016949,7.0449871,1.269491525,221.2149833,95.35,121.9,23,7,3,9,9,2,1,2,1,0,2,0,0,38.8853496,-77.0386278,0,1982-04-07,97
Washington,1983,9.705084746,0.625423729,5.165254237,9.079661017,2.979661017,17.78305085,1.829830508,6.813229896,1.149830508,167.4687889,125.6,97.7,30,3,0,3,5,1,3,4,2,7,1,0,0,38.8853496,-77.0386278,0,1983-04-07,97
Washington,1984,9.47,0.583333333,5.026666667,8.886666667,4.701666667,19.32666667,1.671666667,6.585843704,3.03,200.8866,102.9,130.45,21,7,4,2,1,4,5,3,3,6,1,2,1,38.8853496,-77.0386278,0,1984-04-03,94
Washington,1985,10.46101695,0.755932203,5.608474576,9.705084746,2.750847458,18.73728814,2.151355932,7.688440443,0.599491525,246.1706194,155.65,96.55,31,6,1,2,6,0,3,2,0,3,1,4,0,38.8853496,-77.0386278,0,1985-04-07,97
Washington,1986,9.611864407,-0.588135593,4.511864407,10.2,2.291525424,16.92542373,1.874915254,6.853033804,0.416610169,194.5403,146.5,81.2,19,3,3,7,9,3,1,0,3,1,8,2,0,38.8853496,-77.0386278,0,1986-04-02,92
Washington,1987,9.650847458,-1.008474576,4.321186441,10.65932203,1.923728814,16.44067797,2.028644068,8.653286441,-0.104915254,185.0848194,104.25,93.25,32,6,3,1,3,4,0,1,2,1,3,2,1,38.8853496,-77.0386278,0,1987-03-28,87
Washington,1988,10.725,0.001666667,5.363333333,10.72333333,1.961666667,18.46,2.153333333,8.405086065,-0.191666667,212.6824472,137.4,102.05,27,4,6,1,5,1,3,1,0,8,0,4,0,38.8853496,-77.0386278,0,1988-03-31,91
Washington,1989,10.20169492,0.455932203,5.328813559,9.745762712,3.36440678,16.85423729,1.799322034,6.54935113,1.565084746,148.5035917,158.4,93.55,24,5,6,4,6,1,4,1,0,4,1,2,1,38.8853496,-77.0386278,0,1989-03-29,88
Washington,1990,13.47288136,2.937288136,8.205084746,10.53559322,2.374576271,17.95254237,2.123389831,7.583995198,0.251186441,285.4165833,245.35,96.2,27,9,1,3,2,7,2,1,0,2,4,0,1,38.8853496,-77.0386278,0,1990-03-15,74
Washington,1991,12.23050847,2.061016949,7.145762712,10.16949153,3.271186441,17.9779661,2.071525424,7.171635358,1.199661017,260.8115861,186.45,92.15,27,5,1,4,6,5,4,0,1,2,3,1,0,38.8853496,-77.0386278,0,1991-03-29,88
